country,essround,loading_pc1_imbgeco,loading_pc1_imueclt,loading_pc1_imwbcnt,expl_var_pc1
Poland,2002,0.5630228197337137,0.5811374780638028,0.5876091694729934,0.677831807811678
Poland,2008,0.5634949941411673,0.589234607987133,0.5790301963871103,0.709869997404218
Poland,2010,0.5611008351144688,0.5903812503185683,0.5801860323259508,0.7054785208719965
Poland,2012,0.565293485394583,0.586884680674694,0.5796633910812434,0.7277035470460997
Poland,2014,0.5595579847431413,0.5822388438595422,0.5898243725138002,0.7153974269723203
Poland,2016,0.5860113126793208,0.5837014919851908,0.5620349719244541,0.6988295977002842
Poland,2018,0.5799643841935116,0.572379407662752,0.5796750182220015,0.7619769275998164
Poland,2020,0.5690671459183891,0.5904715405769003,0.5722813496917758,0.7665845477934895
Poland,2022,0.5587336229340679,0.5993631913978449,0.5732194199434987,0.7155345096840271
Portugal,2002,0.582720687574626,0.5817686247520525,0.5674344609967397,0.7546686183021469
Portugal,2008,0.5888973591117802,0.5824854532308993,0.5602772503016382,0.7046392747893301
Portugal,2010,0.5923472188222693,0.5780826113136863,0.5611998457325805,0.7019482470827694
Portugal,2012,0.5861218222460002,0.5786312393694245,0.5671393993656515,0.7615548760306662
Portugal,2014,0.5714650626263391,0.5832212647842132,0.5773046323224655,0.6948193848053483
Portugal,2016,0.5744675987575293,0.5821069569079108,0.575446321299537,0.6962146054148945
Portugal,2018,0.5670884666338568,0.5811908918096351,0.5836332909356544,0.7058125232567777
Portugal,2020,0.5720165508945193,0.5811395918378339,0.5788556299296858,0.7422815803566601
Portugal,2022,0.5676058852755025,0.5927879227074637,0.5713370613681409,0.7297455776955808
Sweden,2002,0.5636969246372026,0.5674532421976771,0.6002021285149731,0.729308330409111
Sweden,2008,0.5619551497300497,0.5681460647554052,0.6011792235222574,0.7525187540399858
Sweden,2010,0.5566442605911568,0.5828578577831732,0.5919661179251177,0.787019092895377
Sweden,2012,0.5552476024326691,0.570293290807244,0.6053640742999348,0.7741721398090884
Sweden,2014,0.5638292235254534,0.5696192332238392,0.5980221867457508,0.771360925715981
Sweden,2016,0.5807016123804207,0.565069038465015,0.58607390246197,0.7846301703875599
Sweden,2018,0.5647999284035558,0.5696394326765416,0.5970862229320706,0.7612329458109122
Sweden,2020,0.569073100103032,0.5691710727117124,0.5934644864920928,0.8256708086769663
Sweden,2022,0.5692618407358475,0.5671281624980231,0.5952365949634233,0.769740955520599
Slovenia,2002,0.5660534919206553,0.5746444826747598,0.5910728912882826,0.6604937983275384
Slovenia,2008,0.5732181181588945,0.5801949720176415,0.5786145378918718,0.7471752336028473
Slovenia,2010,0.5649748920689247,0.5799727951606367,0.5868857880416473,0.7777967696440055
Slovenia,2012,0.566982522122157,0.5778856391521292,0.5870085243586614,0.7685380186043086
Slovenia,2014,0.5556329476871062,0.575398228079024,0.6001574014940224,0.7444223697449796
Slovenia,2016,0.5627764294904665,0.5856088778104929,0.5833908918036838,0.7931825990862678
Slovenia,2018,0.5657865040680171,0.5773560900234798,0.5886812185956771,0.8034086888775364
Slovenia,2020,0.5591614232361858,0.5836474700908917,0.5888073822745302,0.7631869089222817
Slovenia,2022,0.5574474682319954,0.5825846998579738,0.591478983272553,0.7791358342254615
Bulgaria,2002,NA,NA,NA,NA
Bulgaria,2008,0.572212744727141,0.5856456006345512,0.5741008667727543,0.8087098729435089
Bulgaria,2010,0.5712479635934051,0.5773203017428807,0.5834184032800958,0.8060797034415235
Bulgaria,2012,0.5704862301863999,0.5841421623898542,0.5773416625242064,0.8206848864291088
Bulgaria,2014,NA,NA,NA,NA
Bulgaria,2016,NA,NA,NA,NA
Bulgaria,2018,0.5753911121005579,0.5822858927762535,0.5743415422807624,0.9022375239692518
Bulgaria,2020,0.5699700906436388,0.5767029904854847,0.5852757952767067,0.8524739375821135
Bulgaria,2022,NA,NA,NA,NA
Cyprus,2002,NA,NA,NA,NA
Cyprus,2008,0.5800455689754513,0.609348629299419,0.5405935496127052,0.7060311956055226
Cyprus,2010,0.5789394176697764,0.5963803178500219,0.5560212830002886,0.7460203617550956
Cyprus,2012,0.5769831878703482,0.6022045357507766,0.5517609065855992,0.7090570578573469
Cyprus,2014,NA,NA,NA,NA
Cyprus,2016,NA,NA,NA,NA
Cyprus,2018,0.5768469935523127,0.5864831720009497,0.5685815992356444,0.7378658120493192
Cyprus,2020,0.5494242007078063,0.5983076220594161,0.5832332612790488,0.7334908724756977
Cyprus,2022,0.5785227451777037,0.5878512715358014,0.5654576163301673,0.7430981363196694
Estonia,2002,NA,NA,NA,NA
Estonia,2008,0.5606365783570177,0.5741241915341813,0.5967143702839391,0.7362772246073539
Estonia,2010,0.5635103401821812,0.5758879828001613,0.5922914213241011,0.7153889100401702
Estonia,2012,0.5679425845702875,0.579690919468643,0.5842941541015289,0.7294819991996847
Estonia,2014,0.5574773102946882,0.5804308402578969,0.5935647295654554,0.7399192610368659
Estonia,2016,0.5679213539998478,0.5787684406870152,0.5852285260782327,0.7883737572734649
Estonia,2018,0.5633736726522651,0.5767459497846594,0.5915861850730542,0.7649854490008035
Estonia,2020,0.5629968855492625,0.5853401512404337,0.5834478676005741,0.7667840899937629
Estonia,2022,NA,NA,NA,NA
Croatia,2002,NA,NA,NA,NA
Croatia,2008,0.5661805623877392,0.5731835792884993,0.5923682597914307,0.7963097514217565
Croatia,2010,0.5619370255393128,0.5730341856879856,0.5965388515100563,0.8095087686829774
Croatia,2012,NA,NA,NA,NA
Croatia,2014,NA,NA,NA,NA
Croatia,2016,NA,NA,NA,NA
Croatia,2018,0.5591069001162609,0.5793766272696036,0.5930617151832384,0.7821412788276294
Croatia,2020,0.5614912012231816,0.57839302913953206,0.5917678047948749,0.7883098658670045
Croatia,2022,0.557386540421926,0.5873992802082528,0.5867557670507411,0.7751249348822691
Latvia,2002,NA,NA,NA,NA
Latvia,2008,0.549853476302077,0.5924032840013972,0.5888289256676182,0.7711181522894525
Latvia,2010,NA,NA,NA,NA
Latvia,2012,NA,NA,NA,NA
Latvia,2014,NA,NA,NA,NA
Latvia,2016,NA,NA,NA,NA
Latvia,2018,0.5649622009116865,0.5798791735942698,0.58699050722533,0.7293292033457465
Latvia,2020,0.56177313407907,0.5779644264037579,0.5919189705008233,0.7541824826927263
Latvia,2022,NA,NA,NA,NA
Romania,2002,NA,NA,NA,NA
Romania,2008,0.5911437323913981,0.5560007618139802,0.584304920838975,0.7744282679237378
Romania,2010,NA,NA,NA,NA
Romania,2012,NA,NA,NA,NA
Romania,2014,NA,NA,NA,NA
Romania,2016,NA,NA,NA,NA
Romania,2018,NA,NA,NA,NA
Romania,2020,NA,NA,NA,NA
Romania,2022,NA,NA,NA,NA
Russia,2002,NA,NA,NA,NA
Russia,2008,0.5689366448833416,0.5832272034029441,0.5797905857459806,0.7989731127997152
Russia,2010,0.5600732634379789,0.5837628553978781,0.5878255423504906,0.8017725982622391
Russia,2012,0.5642775243886661,0.577897367642881,0.5895977509635083,0.793297439471241
Russia,2014,NA,NA,NA,NA
Russia,2016,0.5560073333726319,0.5925766704320834,0.5828453782054734,0.7641555329915405
Russia,2018,NA,NA,NA,NA
Russia,2020,NA,NA,NA,NA
Russia,2022,NA,NA,NA,NA
Slovakia,2002,NA,NA,NA,NA
Slovakia,2008,0.5861690237832796,0.5676568483786933,0.5780757545908025,0.6734943230857866
Slovakia,2010,0.5918804069525507,0.571898052066416,0.5679878536626659,0.7137560057002026
Slovakia,2012,0.5840122204292466,0.577386039313906,0.5705743492260247,0.7757704357159506
Slovakia,2014,NA,NA,NA,NA
Slovakia,2016,NA,NA,NA,NA
Slovakia,2018,0.5768950602300028,0.5744357172007998,0.580702760701397,0.7441663497013924
Slovakia,2020,0.5783174571890357,0.577298078100195,0.5764337322990637,0.7932893293355437
Slovakia,2022,0.5753611220290139,0.5730257227182018,0.5836104011759874,0.7972003635189954
Turkey,2002,NA,NA,NA,NA
Turkey,2008,0.5576227219399185,0.5830704593516148,0.5908347818195991,0.792055901019333
Turkey,2010,NA,NA,NA,NA
Turkey,2012,NA,NA,NA,NA
Turkey,2014,NA,NA,NA,NA
Turkey,2016,NA,NA,NA,NA
Turkey,2018,NA,NA,NA,NA
Turkey,2020,NA,NA,NA,NA
Turkey,2022,NA,NA,NA,NA
Ukraine,2002,NA,NA,NA,NA
Ukraine,2008,0.5766077630314135,0.573340365062774,0.582068993678236,0.7974461725815256
Ukraine,2010,0.5754096016423569,0.5747389943362196,0.5818753120103786,0.8092236300698041
Ukraine,2012,0.5631441906272665,0.5717643896377795,0.5966188928494459,0.7834425694807597
Ukraine,2014,NA,NA,NA,NA
Ukraine,2016,NA,NA,NA,NA
Ukraine,2018,NA,NA,NA,NA
Ukraine,2020,NA,NA,NA,NA
Ukraine,2022,NA,NA,NA,NA
Lithuania,2002,NA,NA,NA,NA
Lithuania,2008,NA,NA,NA,NA
Lithuania,2010,0.5626442594803805,0.569666663489978,0.599092087897988,0.7213976571934189
Lithuania,2012,0.5640159326888411,0.5785837894507615,0.5891746992683355,0.7768974059672422
Lithuania,2014,0.5680030835953942,0.5859288361635593,0.5779791483939024,0.7605466074353527
Lithuania,2016,0.5630442229149711,0.5756075085284399,0.593006913254608,0.8018631511320408
Lithuania,2018,0.5588723423561949,0.585539215774248,0.58720144051235,0.7774744743919203
Lithuania,2020,0.5634838085687681,0.5832095651963718,0.5851090501302252,0.7609823487922016
Lithuania,2022,0.5242444908111076,0.6067652643546811,0.5974978057087711,0.6596123881637863
Albania,2002,NA,NA,NA,NA
Albania,2008,NA,NA,NA,NA
Albania,2010,NA,NA,NA,NA
Albania,2012,0.5388947969541157,0.6066412259232499,0.5844474491569954,0.6603308056430154
Albania,2014,NA,NA,NA,NA
Albania,2016,NA,NA,NA,NA
Albania,2018,NA,NA,NA,NA
Albania,2020,NA,NA,NA,NA
Albania,2022,NA,NA,NA,NA
Iceland,2002,NA,NA,NA,NA
Iceland,2008,NA,NA,NA,NA
Iceland,2010,NA,NA,NA,NA
Iceland,2012,0.5436142251520469,0.5961133605459941,0.5908742976225159,0.7243528169373029
Iceland,2014,NA,NA,NA,NA
Iceland,2016,0.560818754814363,0.590337688761762,0.5805030038474294,0.76002502472443
Iceland,2018,0.5618253119355884,0.5873772336326911,0.5825292304069263,0.7677226207769197
Iceland,2020,0.5522963675251773,0.5905628539233756,0.588391228677291,0.7630192337638863
Iceland,2022,0.5612828475121407,0.5828558172811034,0.5875718350552894,0.7676215027381118
Kosovo,2002,NA,NA,NA,NA
Kosovo,2008,NA,NA,NA,NA
Kosovo,2010,NA,NA,NA,NA
Kosovo,2012,0.5838567078800642,0.582280219182521,0.565739419708587,0.7814437403735707
Kosovo,2014,NA,NA,NA,NA
Kosovo,2016,NA,NA,NA,NA
Kosovo,2018,NA,NA,NA,NA
Kosovo,2020,NA,NA,NA,NA
Kosovo,2022,NA,NA,NA,NA
Montenegro,2002,NA,NA,NA,NA
Montenegro,2008,NA,NA,NA,NA
Montenegro,2010,NA,NA,NA,NA
Montenegro,2012,NA,NA,NA,NA
Montenegro,2014,NA,NA,NA,NA
Montenegro,2016,NA,NA,NA,NA
Montenegro,2018,0.560170790777382,0.5825452963850729,0.5889394390083502,0.8149288365573717
Montenegro,2020,0.576363215733979,0.5701976004846833,0.5853888792506197,0.7886908137353266
Montenegro,2022,NA,NA,NA,NA
Serbia,2002,NA,NA,NA,NA
Serbia,2008,NA,NA,NA,NA
Serbia,2010,NA,NA,NA,NA
Serbia,2012,NA,NA,NA,NA
Serbia,2014,NA,NA,NA,NA
Serbia,2016,NA,NA,NA,NA
Serbia,2018,0.5542967259948021,0.5806875743601986,0.5962860727328054,0.8222940283576727
Serbia,2020,0.5544348716988188,0.5900415237379624,0.5869011614482444,0.7964964994153169
Serbia,2022,0.5622397806066076,0.5805422048712054,0.5889458187870192,0.839585191403086
North Macedonia,2002,NA,NA,NA,NA
North Macedonia,2008,NA,NA,NA,NA
North Macedonia,2010,NA,NA,NA,NA
North Macedonia,2012,NA,NA,NA,NA
North Macedonia,2014,NA,NA,NA,NA
North Macedonia,2016,NA,NA,NA,NA
North Macedonia,2018,NA,NA,NA,NA
North Macedonia,2020,0.5775266855094986,0.5825603210905708,0.5719146787898205,0.8026897421572509
North Macedonia,2022,NA,NA,NA,NA
